Scale Name,Column Name,Reverse,Min,Max,Transform,Mean
NCS,NCS_1,0,1,5,0,1
NCS,NCS_2,0,1,5,0,1
NCS,NCS_3,1,1,5,0,1
NCS,NCS_4,1,1,5,0,1
NCS,NCS_5,1,1,5,0,1
NCS,NCS_6,1,1,5,0,1
NCS,NCS_7,1,1,5,0,1
NCS,NCS_8,1,1,5,0,1
NCS,NCS_9,1,1,5,0,1
NCS,NCS_10,0,1,5,0,1
NCS,NCS_11,0,1,5,0,1
NCS,NCS_12,1,1,5,0,1
NCS,NCS_13,0,1,5,0,1
NCS,NCS_14,0,1,5,0,1
NCS,NCS_15,0,1,5,0,1
NCS,NCS_16,1,1,5,0,1
NCS,NCS_17,1,1,5,0,1
NCS,NCS_18,0,1,5,0,1
